net_number,Species,obs_yr,num_birds,perc_species
1,CACH,2007,1,25
1,EAPH,2011,1,50
1,PAWA,2018,1,100
1,SAVS,2021,1,100
1,SOSP,2007,2,50
1,SOSP,2011,1,50
1,SWSP,2007,1,25
1,SWSP,2013,2,100
2,COYE,2007,1,100
2,HOWR,2019,1,100
2,INBU,2010,1,100
3,AMGO,2008,1,1.5873015873015872
3,CARW,2008,1,1.5873015873015872
3,COYE,2009,2,18.181818181818183
3,EAPH,2008,2,3.1746031746031744
3,EAPH,2009,3,27.27272727272727
3,EAPH,2010,2,12.5
3,EWCS,2008,1,1.5873015873015872
3,FISP,2008,4,6.349206349206349
3,FISP,2013,1,100
3,HOWR,2008,1,1.5873015873015872
3,INBU,2009,1,9.090909090909092
3,OROR,2009,1,9.090909090909092
3,PAWA,2010,2,12.5
3,RWBL,2007,5,33.33333333333333
3,SAVS,2008,4,6.349206349206349
3,SAVS,2009,1,9.090909090909092
3,SAVS,2010,1,6.25
3,SOSP,2007,6,40
3,SOSP,2008,33,52.38095238095239
3,SOSP,2009,1,9.090909090909092
3,SOSP,2010,6,37.5
3,SWSP,2007,4,26.666666666666668
3,SWSP,2008,16,25.396825396825395
3,SWSP,2009,2,18.181818181818183
3,SWSP,2010,5,31.25
4,ACFL,2013,1,1.9607843137254901
4,ACFL,2014,1,1.098901098901099
4,AMGO,2010,8,9.411764705882353
4,AMGO,2014,1,1.098901098901099
4,AMGO,2015,1,1
4,AMGO,2016,9,7.258064516129033
4,AMGO,2018,3,2.2388059701492535
4,AMGO,2020,2,1.9417475728155338
4,AMGO,2021,1,1.1494252873563218
4,AMRO,2016,1,0.8064516129032258
4,AMRO,2017,1,0.9900990099009901
4,AMRO,2018,1,0.7462686567164178
4,BGGN,2009,3,4.615384615384616
4,BGGN,2011,1,1.6129032258064515
4,BGGN,2012,2,2.2222222222222223
4,BGGN,2014,1,1.098901098901099
4,BGGN,2015,1,1
4,BGGN,2016,4,3.225806451612903
4,BGGN,2017,1,0.9900990099009901
4,BGGN,2020,2,1.9417475728155338
4,BGGN,2021,2,2.2988505747126435
4,BHCO,2020,1,0.9708737864077669
4,BLGR,2009,3,4.615384615384616
4,BLGR,2010,1,1.1764705882352942
4,BLGR,2011,1,1.6129032258064515
4,BLGR,2012,6,6.666666666666667
4,BLGR,2013,2,3.9215686274509802
4,BLGR,2015,4,4
4,BLGR,2016,1,0.8064516129032258
4,BLGR,2017,2,1.9801980198019802
4,BLGR,2018,4,2.9850746268656714
4,BLGR,2019,1,1.2345679012345678
4,BLGR,2020,4,3.8834951456310676
4,BRTH,2014,1,1.098901098901099
4,BRTH,2015,1,1
4,BRTH,2019,1,1.2345679012345678
4,BRTH,2020,2,1.9417475728155338
4,CACH,2010,2,2.3529411764705883
4,CACH,2012,3,3.3333333333333335
4,CACH,2013,1,1.9607843137254901
4,CACH,2014,1,1.098901098901099
4,CACH,2015,2,2
4,CACH,2016,3,2.4193548387096775
4,CACH,2017,2,1.9801980198019802
4,CACH,2020,1,0.9708737864077669
4,CARW,2007,1,12.5
4,CARW,2008,1,2.941176470588235
4,CARW,2009,4,6.153846153846154
4,CARW,2010,1,1.1764705882352942
4,CARW,2011,2,3.225806451612903
4,CARW,2012,2,2.2222222222222223
4,CARW,2013,2,3.9215686274509802
4,CARW,2014,7,7.6923076923076925
4,CARW,2015,10,10
4,CARW,2016,4,3.225806451612903
4,CARW,2017,3,2.9702970297029703
4,CARW,2018,2,1.4925373134328357
4,CARW,2019,3,3.7037037037037033
4,CARW,2020,4,3.8834951456310676
4,CARW,2021,3,3.4482758620689653
4,CEDW,2010,2,2.3529411764705883
4,CEDW,2015,1,1
4,CEDW,2018,3,2.2388059701492535
4,CHSP,2015,1,1
4,CHSP,2016,1,0.8064516129032258
4,CHSP,2017,1,0.9900990099009901
4,CHSP,2018,1,0.7462686567164178
4,CHSP,2021,9,10.344827586206897
4,COGR,2010,1,1.1764705882352942
4,COGR,2017,2,1.9801980198019802
4,COYE,2007,1,12.5
4,COYE,2008,4,11.76470588235294
4,COYE,2009,4,6.153846153846154
4,COYE,2010,10,11.76470588235294
4,COYE,2011,9,14.516129032258066
4,COYE,2012,9,10
4,COYE,2013,7,13.725490196078432
4,COYE,2014,18,19.78021978021978
4,COYE,2015,9,9
4,COYE,2016,2,1.6129032258064515
4,COYE,2017,8,7.920792079207921
4,COYE,2018,14,10.44776119402985
4,COYE,2019,9,11.11111111111111
4,COYE,2020,5,4.854368932038835
4,COYE,2021,5,5.747126436781609
4,DOWO,2010,2,2.3529411764705883
4,DOWO,2012,2,2.2222222222222223
4,DOWO,2013,2,3.9215686274509802
4,DOWO,2014,2,2.197802197802198
4,DOWO,2016,3,2.4193548387096775
4,DOWO,2018,1,0.7462686567164178
4,DOWO,2019,1,1.2345679012345678
4,DOWO,2021,1,1.1494252873563218
4,EABL,2007,2,25
4,EABL,2009,1,1.5384615384615385
4,EABL,2010,7,8.235294117647058
4,EABL,2013,1,1.9607843137254901
4,EABL,2014,4,4.395604395604396
4,EABL,2015,4,4
4,EABL,2016,6,4.838709677419355
4,EABL,2017,7,6.9306930693069315
4,EABL,2018,7,5.223880597014925
4,EABL,2019,1,1.2345679012345678
4,EABL,2020,3,2.912621359223301
4,EABL,2021,1,1.1494252873563218
4,EAKI,2018,1,0.7462686567164178
4,EAKI,2020,1,0.9708737864077669
4,EAPH,2008,3,8.823529411764707
4,EAPH,2009,18,27.692307692307693
4,EAPH,2010,5,5.88235294117647
4,EAPH,2011,5,8.064516129032258
4,EAPH,2012,7,7.777777777777778
4,EAPH,2013,6,11.76470588235294
4,EAPH,2014,5,5.4945054945054945
4,EAPH,2015,3,3
4,EAPH,2016,20,16.129032258064516
4,EAPH,2017,6,5.9405940594059405
4,EAPH,2018,19,14.17910447761194
4,EAPH,2019,17,20.98765432098765
4,EAPH,2020,21,20.388349514563107
4,EAPH,2021,9,10.344827586206897
4,EATO,2012,1,1.1111111111111112
4,EATO,2015,2,2
4,EATO,2016,2,1.6129032258064515
4,EATO,2017,2,1.9801980198019802
4,EATO,2020,1,0.9708737864077669
4,EWCS,2012,1,1.1111111111111112
4,EWCS,2013,1,1.9607843137254901
4,EWCS,2014,2,2.197802197802198
4,EWCS,2015,1,1
4,FISP,2007,1,12.5
4,FISP,2008,7,20.588235294117645
4,FISP,2009,7,10.76923076923077
4,FISP,2010,5,5.88235294117647
4,FISP,2011,8,12.903225806451612
4,FISP,2012,6,6.666666666666667
4,FISP,2013,4,7.8431372549019605
4,FISP,2014,2,2.197802197802198
4,FISP,2015,9,9
4,FISP,2016,18,14.516129032258066
4,FISP,2017,20,19.801980198019802
4,FISP,2018,10,7.462686567164178
4,FISP,2019,2,2.4691358024691357
4,FISP,2020,12,11.650485436893204
4,FISP,2021,10,11.494252873563218
4,GCFL,2011,1,1.6129032258064515
4,GRCA,2011,1,1.6129032258064515
4,GRCA,2014,1,1.098901098901099
4,GRCA,2015,1,1
4,HAWO,2018,1,0.7462686567164178
4,HOFI,2016,8,6.451612903225806
4,HOFI,2018,1,0.7462686567164178
4,HOWR,2010,4,4.705882352941177
4,HOWR,2011,1,1.6129032258064515
4,HOWR,2012,2,2.2222222222222223
4,HOWR,2014,5,5.4945054945054945
4,HOWR,2015,2,2
4,HOWR,2016,3,2.4193548387096775
4,HOWR,2017,1,0.9900990099009901
4,HOWR,2019,3,3.7037037037037033
4,HOWR,2020,1,0.9708737864077669
4,INBU,2010,2,2.3529411764705883
4,INBU,2011,3,4.838709677419355
4,INBU,2012,1,1.1111111111111112
4,INBU,2014,9,9.89010989010989
4,INBU,2015,5,5
4,INBU,2016,6,4.838709677419355
4,INBU,2017,9,8.91089108910891
4,INBU,2018,9,6.7164179104477615
4,INBU,2019,3,3.7037037037037033
4,INBU,2020,2,1.9417475728155338
4,INBU,2021,7,8.045977011494253
4,LISP,2011,1,1.6129032258064515
4,LOSH,2019,1,1.2345679012345678
4,MODO,2016,2,1.6129032258064515
4,MYWA,2010,4,4.705882352941177
4,MYWA,2011,1,1.6129032258064515
4,MYWA,2015,4,4
4,MYWA,2016,2,1.6129032258064515
4,MYWA,2018,1,0.7462686567164178
4,MYWA,2021,4,4.597701149425287
4,NOCA,2008,1,2.941176470588235
4,NOCA,2010,3,3.5294117647058822
4,NOCA,2011,3,4.838709677419355
4,NOCA,2012,5,5.555555555555555
4,NOCA,2013,2,3.9215686274509802
4,NOCA,2014,3,3.296703296703297
4,NOCA,2016,2,1.6129032258064515
4,NOCA,2017,6,5.9405940594059405
4,NOCA,2018,3,2.2388059701492535
4,NOCA,2019,10,12.345679012345679
4,NOCA,2021,5,5.747126436781609
4,NOMO,2008,2,5.88235294117647
4,NOMO,2009,1,1.5384615384615385
4,NOMO,2011,2,3.225806451612903
4,NOMO,2012,6,6.666666666666667
4,NOMO,2013,3,5.88235294117647
4,NOMO,2014,3,3.296703296703297
4,NOMO,2015,9,9
4,NOMO,2016,6,4.838709677419355
4,NOMO,2018,3,2.2388059701492535
4,NOMO,2019,4,4.938271604938271
4,NOWA,2010,1,1.1764705882352942
4,NOWA,2013,1,1.9607843137254901
4,NOWA,2015,2,2
4,NOWA,2020,2,1.9417475728155338
4,OROR,2011,1,1.6129032258064515
4,OROR,2016,1,0.8064516129032258
4,PAWA,2009,4,6.153846153846154
4,PAWA,2010,3,3.5294117647058822
4,PAWA,2011,2,3.225806451612903
4,PAWA,2012,10,11.11111111111111
4,PAWA,2013,1,1.9607843137254901
4,PAWA,2014,4,4.395604395604396
4,PAWA,2015,4,4
4,PAWA,2016,2,1.6129032258064515
4,PAWA,2017,3,2.9702970297029703
4,PAWA,2018,11,8.208955223880597
4,PAWA,2020,5,4.854368932038835
4,PAWA,2021,10,11.494252873563218
4,PIWA,2018,1,0.7462686567164178
4,PRAW,2012,2,2.2222222222222223
4,RBWO,2009,1,1.5384615384615385
4,RBWO,2014,1,1.098901098901099
4,RBWO,2015,4,4
4,RBWO,2016,1,0.8064516129032258
4,RBWO,2017,2,1.9801980198019802
4,RBWO,2019,2,2.4691358024691357
4,RBWO,2020,1,0.9708737864077669
4,RBWO,2021,2,2.2988505747126435
4,RCKI,2007,2,25
4,RCKI,2014,2,2.197802197802198
4,RCKI,2015,1,1
4,RCKI,2017,1,0.9900990099009901
4,RWBL,2011,1,1.6129032258064515
4,RWBL,2018,4,2.9850746268656714
4,SAVS,2008,1,2.941176470588235
4,SAVS,2010,3,3.5294117647058822
4,SAVS,2015,1,1
4,SAVS,2017,2,1.9801980198019802
4,SAVS,2018,2,1.4925373134328357
4,SAVS,2019,1,1.2345679012345678
4,SAVS,2021,3,3.4482758620689653
4,SORA,2020,1,0.9708737864077669
4,SOSP,2007,1,12.5
4,SOSP,2008,9,26.47058823529412
4,SOSP,2009,7,10.76923076923077
4,SOSP,2010,4,4.705882352941177
4,SOSP,2011,3,4.838709677419355
4,SOSP,2012,4,4.444444444444445
4,SOSP,2013,7,13.725490196078432
4,SOSP,2014,3,3.296703296703297
4,SOSP,2015,5,5
4,SOSP,2016,5,4.032258064516129
4,SOSP,2017,11,10.891089108910892
4,SOSP,2018,21,15.671641791044777
4,SOSP,2019,13,16.049382716049383
4,SOSP,2020,15,14.563106796116504
4,SOSP,2021,9,10.344827586206897
4,SUTA,2019,1,1.2345679012345678
4,SWSP,2008,5,14.705882352941178
4,SWSP,2009,10,15.384615384615385
4,SWSP,2010,14,16.470588235294116
4,SWSP,2011,11,17.741935483870968
4,SWSP,2012,9,10
4,SWSP,2013,7,13.725490196078432
4,SWSP,2014,5,5.4945054945054945
4,SWSP,2015,9,9
4,SWSP,2016,7,5.64516129032258
4,SWSP,2017,11,10.891089108910892
4,SWSP,2018,11,8.208955223880597
4,SWSP,2019,6,7.4074074074074066
4,SWSP,2020,15,14.563106796116504
4,SWSP,2021,5,5.747126436781609
4,TRFL/WIFL,2009,1,1.5384615384615385
4,TRFL/WIFL,2011,1,1.6129032258064515
4,TRFL/WIFL,2013,1,1.9607843137254901
4,TRFL/WIFL,2014,1,1.098901098901099
4,TRFL/WIFL,2015,1,1
4,TRFL/WIFL,2019,1,1.2345679012345678
4,TRFL/WIFL,2020,1,0.9708737864077669
4,TUTI,2010,1,1.1764705882352942
4,TUTI,2011,2,3.225806451612903
4,TUTI,2012,3,3.3333333333333335
4,TUTI,2013,1,1.9607843137254901
4,TUTI,2014,3,3.296703296703297
4,TUTI,2015,1,1
4,TUTI,2016,2,1.6129032258064515
4,VESP,2021,1,1.1494252873563218
4,WOTH,2019,1,1.2345679012345678
4,WTSP,2008,1,2.941176470588235
4,WTSP,2012,3,3.3333333333333335
4,WTSP,2014,2,2.197802197802198
4,WTSP,2015,1,1
4,YBCH,2011,2,3.225806451612903
4,YBCH,2012,6,6.666666666666667
4,YBCH,2013,1,1.9607843137254901
4,YBCH,2014,4,4.395604395604396
4,YBCH,2015,1,1
4,YBCH,2016,2,1.6129032258064515
4,YBCH,2020,1,0.9708737864077669
4,YBSA,2010,1,1.1764705882352942
4,YBSA,2016,1,0.8064516129032258
4,YEWA,2009,1,1.5384615384615385
4,YEWA,2010,1,1.1764705882352942
5,BLGR,2017,1,100
5,CHSP,2014,1,50
5,FISP,2013,1,100
5,PAWA,2014,1,50
5,SOSP,2019,1,100
5,SWSP,2009,1,100
5,SWSP,2016,1,100
6,AMGO,2010,1,2.380952380952381
6,AMGO,2013,5,4.62962962962963
6,AMGO,2014,1,1.1904761904761905
6,AMGO,2015,2,1.4814814814814816
6,AMGO,2016,4,2.2222222222222223
6,AMGO,2018,3,4.6875
6,AMGO,2019,4,6.0606060606060606
6,AMGO,2020,2,3.0303030303030303
6,AMGO,2021,1,1.1111111111111112
6,BGGN,2009,1,2.2222222222222223
6,BGGN,2014,2,2.380952380952381
6,BGGN,2019,1,1.5151515151515151
6,BHCO,2016,1,0.5555555555555556
6,BLGR,2009,3,6.666666666666667
6,BLGR,2010,1,2.380952380952381
6,BLGR,2012,2,2.2988505747126435
6,BLGR,2013,1,0.9259259259259258
6,BLGR,2014,1,1.1904761904761905
6,BLGR,2016,1,0.5555555555555556
6,BLGR,2017,1,1.282051282051282
6,BLGR,2018,2,3.125
6,BLGR,2020,2,3.0303030303030303
6,BRTH,2011,1,0.9174311926605505
6,BRTH,2013,1,0.9259259259259258
6,CACH,2012,2,2.2988505747126435
6,CACH,2014,1,1.1904761904761905
6,CACH,2016,1,0.5555555555555556
6,CACH,2021,1,1.1111111111111112
6,CARW,2009,1,2.2222222222222223
6,CARW,2010,2,4.761904761904762
6,CARW,2011,3,2.7522935779816518
6,CARW,2013,3,2.7777777777777777
6,CARW,2014,5,5.952380952380952
6,CARW,2015,6,4.444444444444445
6,CARW,2016,5,2.7777777777777777
6,CARW,2018,1,1.5625
6,CARW,2021,2,2.2222222222222223
6,CHSP,2012,2,2.2988505747126435
6,CHSP,2013,1,0.9259259259259258
6,CHSP,2015,1,0.7407407407407408
6,CHSP,2019,2,3.0303030303030303
6,CHSP,2021,3,3.3333333333333335
6,COYE,2009,6,13.333333333333334
6,COYE,2010,5,11.904761904761903
6,COYE,2011,14,12.844036697247708
6,COYE,2012,8,9.195402298850574
6,COYE,2013,4,3.7037037037037033
6,COYE,2014,14,16.666666666666664
6,COYE,2015,4,2.9629629629629632
6,COYE,2016,6,3.3333333333333335
6,COYE,2017,4,5.128205128205128
6,COYE,2018,1,1.5625
6,COYE,2019,5,7.575757575757576
6,COYE,2020,6,9.090909090909092
6,COYE,2021,16,17.77777777777778
6,EABL,2009,3,6.666666666666667
6,EABL,2010,1,2.380952380952381
6,EABL,2011,1,0.9174311926605505
6,EABL,2012,2,2.2988505747126435
6,EABL,2014,1,1.1904761904761905
6,EABL,2015,1,0.7407407407407408
6,EABL,2016,5,2.7777777777777777
6,EABL,2017,2,2.564102564102564
6,EABL,2018,3,4.6875
6,EABL,2019,3,4.545454545454546
6,EABL,2021,2,2.2222222222222223
6,EAKI,2016,1,0.5555555555555556
6,EAPH,2008,1,4.545454545454546
6,EAPH,2009,6,13.333333333333334
6,EAPH,2011,5,4.587155963302752
6,EAPH,2013,1,0.9259259259259258
6,EAPH,2015,2,1.4814814814814816
6,EAPH,2016,5,2.7777777777777777
6,EAPH,2017,9,11.538461538461538
6,EAPH,2018,3,4.6875
6,EAPH,2019,2,3.0303030303030303
6,EAPH,2020,2,3.0303030303030303
6,EAPH,2021,1,1.1111111111111112
6,EATO,2010,1,2.380952380952381
6,EATO,2013,1,0.9259259259259258
6,EATO,2014,1,1.1904761904761905
6,EATO,2015,1,0.7407407407407408
6,EATO,2021,2,2.2222222222222223
6,EWCS,2013,1,0.9259259259259258
6,EWCS,2014,5,5.952380952380952
6,EWCS,2015,3,2.2222222222222223
6,EWCS,2016,1,0.5555555555555556
6,FISP,2008,2,9.090909090909092
6,FISP,2010,3,7.142857142857142
6,FISP,2011,11,10.091743119266056
6,FISP,2012,12,13.793103448275861
6,FISP,2013,15,13.88888888888889
6,FISP,2014,10,11.904761904761903
6,FISP,2015,15,11.11111111111111
6,FISP,2016,16,8.88888888888889
6,FISP,2017,4,5.128205128205128
6,FISP,2018,2,3.125
6,FISP,2020,2,3.0303030303030303
6,FISP,2021,5,5.555555555555555
6,GRCA,2014,1,1.1904761904761905
6,GRCA,2015,1,0.7407407407407408
6,HOFI,2016,3,1.6666666666666667
6,HOWR,2009,1,2.2222222222222223
6,HOWR,2010,1,2.380952380952381
6,HOWR,2011,1,0.9174311926605505
6,HOWR,2012,2,2.2988505747126435
6,HOWR,2013,1,0.9259259259259258
6,HOWR,2014,2,2.380952380952381
6,HOWR,2015,2,1.4814814814814816
6,HOWR,2016,2,1.1111111111111112
6,HOWR,2017,2,2.564102564102564
6,INBU,2008,1,4.545454545454546
6,INBU,2009,2,4.444444444444445
6,INBU,2010,5,11.904761904761903
6,INBU,2011,7,6.422018348623854
6,INBU,2012,2,2.2988505747126435
6,INBU,2013,7,6.481481481481481
6,INBU,2014,1,1.1904761904761905
6,INBU,2015,9,6.666666666666667
6,INBU,2016,30,16.666666666666664
6,INBU,2017,14,17.94871794871795
6,INBU,2018,2,3.125
6,INBU,2019,6,9.090909090909092
6,INBU,2020,4,6.0606060606060606
6,INBU,2021,3,3.3333333333333335
6,LISP,2013,2,1.8518518518518516
6,MAWR,2016,1,0.5555555555555556
6,MYWA,2015,1,0.7407407407407408
6,MYWA,2016,1,0.5555555555555556
6,MYWA,2017,1,1.282051282051282
6,MYWA,2021,2,2.2222222222222223
6,NOCA,2009,2,4.444444444444445
6,NOCA,2010,2,4.761904761904762
6,NOCA,2011,3,2.7522935779816518
6,NOCA,2013,2,1.8518518518518516
6,NOCA,2016,1,0.5555555555555556
6,NOMO,2010,2,4.761904761904762
6,NOMO,2011,1,0.9174311926605505
6,NOMO,2012,8,9.195402298850574
6,NOMO,2013,1,0.9259259259259258
6,NOMO,2014,1,1.1904761904761905
6,NOMO,2015,10,7.4074074074074066
6,NOMO,2016,4,2.2222222222222223
6,NOMO,2018,2,3.125
6,NOMO,2019,1,1.5151515151515151
6,NOMO,2020,2,3.0303030303030303
6,NOMO,2021,9,10
6,NOWA,2010,1,2.380952380952381
6,NOWA,2013,1,0.9259259259259258
6,OROR,2011,1,0.9174311926605505
6,OROR,2013,1,0.9259259259259258
6,OROR,2015,1,0.7407407407407408
6,OROR,2016,1,0.5555555555555556
6,OROR,2018,1,1.5625
6,OROR,2021,3,3.3333333333333335
6,PAWA,2008,1,4.545454545454546
6,PAWA,2009,4,8.88888888888889
6,PAWA,2010,1,2.380952380952381
6,PAWA,2011,7,6.422018348623854
6,PAWA,2012,5,5.747126436781609
6,PAWA,2013,2,1.8518518518518516
6,PAWA,2014,2,2.380952380952381
6,PAWA,2015,3,2.2222222222222223
6,PAWA,2016,10,5.555555555555555
6,PAWA,2017,2,2.564102564102564
6,PAWA,2018,17,26.5625
6,PAWA,2020,3,4.545454545454546
6,PAWA,2021,7,7.777777777777778
6,PIWA,2017,1,1.282051282051282
6,PRAW,2015,1,0.7407407407407408
6,PRAW,2016,1,0.5555555555555556
6,PUFI,2021,1,1.1111111111111112
6,RCKI,2014,1,1.1904761904761905
6,RCKI,2015,2,1.4814814814814816
6,REVI,2009,1,2.2222222222222223
6,RWBL,2011,3,2.7522935779816518
6,RWBL,2013,1,0.9259259259259258
6,RWBL,2021,1,1.1111111111111112
6,SAVS,2007,1,50
6,SAVS,2008,2,9.090909090909092
6,SAVS,2016,3,1.6666666666666667
6,SAVS,2017,6,7.6923076923076925
6,SAVS,2018,1,1.5625
6,SAVS,2019,14,21.21212121212121
6,SAVS,2020,2,3.0303030303030303
6,SAVS,2021,3,3.3333333333333335
6,SEWR,2008,1,4.545454545454546
6,SOSP,2007,1,50
6,SOSP,2008,6,27.27272727272727
6,SOSP,2009,9,20
6,SOSP,2010,11,26.190476190476193
6,SOSP,2011,31,28.440366972477065
6,SOSP,2012,11,12.643678160919542
6,SOSP,2013,21,19.444444444444446
6,SOSP,2014,15,17.857142857142858
6,SOSP,2015,18,13.333333333333334
6,SOSP,2016,32,17.77777777777778
6,SOSP,2017,15,19.230769230769234
6,SOSP,2018,8,12.5
6,SOSP,2019,11,16.666666666666664
6,SOSP,2020,13,19.696969696969695
6,SOSP,2021,8,8.88888888888889
6,SWSP,2008,6,27.27272727272727
6,SWSP,2009,3,6.666666666666667
6,SWSP,2010,5,11.904761904761903
6,SWSP,2011,14,12.844036697247708
6,SWSP,2012,20,22.988505747126435
6,SWSP,2013,30,27.77777777777778
6,SWSP,2014,17,20.238095238095237
6,SWSP,2015,49,36.2962962962963
6,SWSP,2016,41,22.77777777777778
6,SWSP,2017,17,21.794871794871796
6,SWSP,2018,18,28.125
6,SWSP,2019,16,24.242424242424242
6,SWSP,2020,26,39.39393939393939
6,SWSP,2021,17,18.88888888888889
6,TEWA,2011,1,0.9174311926605505
6,TRES,2011,1,0.9174311926605505
6,TRFL/WIFL,2013,1,0.9259259259259258
6,TRFL/WIFL,2016,1,0.5555555555555556
6,VESP,2019,1,1.5151515151515151
6,VESP,2020,1,1.5151515151515151
6,WTSP,2008,1,4.545454545454546
6,WTSP,2011,1,0.9174311926605505
6,WTSP,2012,3,3.4482758620689653
6,WTSP,2013,1,0.9259259259259258
6,WTSP,2014,2,2.380952380952381
6,WTSP,2015,1,0.7407407407407408
6,WTSP,2016,1,0.5555555555555556
6,YBCH,2009,2,4.444444444444445
6,YBCH,2011,3,2.7522935779816518
6,YBCH,2012,8,9.195402298850574
6,YBCH,2013,4,3.7037037037037033
6,YBCH,2014,1,1.1904761904761905
6,YBCH,2015,2,1.4814814814814816
6,YBCH,2016,2,1.1111111111111112
6,YBCH,2020,1,1.5151515151515151
6,YBCH,2021,3,3.3333333333333335
6,YBSA,2008,1,4.545454545454546
6,YBSA,2009,1,2.2222222222222223
7,ACFL,2012,1,1.2048192771084338
7,AMGO,2010,7,8.333333333333332
7,AMGO,2011,1,1.5625
7,AMGO,2012,8,9.63855421686747
7,AMGO,2013,2,2.857142857142857
7,AMGO,2014,2,2.898550724637681
7,AMGO,2015,4,5.128205128205128
7,AMGO,2016,4,3.669724770642202
7,AMGO,2017,2,5
7,AMGO,2018,4,3.669724770642202
7,AMRO,2014,1,1.4492753623188406
7,BGGN,2011,1,1.5625
7,BGGN,2015,1,1.282051282051282
7,BGGN,2016,1,0.9174311926605505
7,BGGN,2017,2,5
7,BGGN,2020,1,1.1764705882352942
7,BLGR,2011,2,3.125
7,BLGR,2012,1,1.2048192771084338
7,BLGR,2016,1,0.9174311926605505
7,BRTH,2010,1,1.1904761904761905
7,BRTH,2012,1,1.2048192771084338
7,BRTH,2015,1,1.282051282051282
7,CACH,2009,1,2.5
7,CACH,2015,1,1.282051282051282
7,CARW,2008,1,2.5
7,CARW,2010,3,3.571428571428571
7,CARW,2011,3,4.6875
7,CARW,2012,1,1.2048192771084338
7,CARW,2014,1,1.4492753623188406
7,CARW,2015,1,1.282051282051282
7,CARW,2017,1,2.5
7,CARW,2019,1,1.6129032258064515
7,CARW,2020,1,1.1764705882352942
7,CARW,2021,1,1.8181818181818181
7,CEDW,2018,1,0.9174311926605505
7,CHSP,2012,1,1.2048192771084338
7,CHSP,2018,1,0.9174311926605505
7,COYE,2010,4,4.761904761904762
7,COYE,2011,12,18.75
7,COYE,2012,6,7.228915662650602
7,COYE,2013,9,12.857142857142856
7,COYE,2014,7,10.144927536231885
7,COYE,2015,7,8.974358974358974
7,COYE,2016,4,3.669724770642202
7,COYE,2017,1,2.5
